ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
1674,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/08,24-Apr-08,24-Apr-08,24-Apr-08,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,6,47.28,7.88,0.09,ABBVIE (Abbott) France,No,3424.441305712492,11103.234819296547,0.08
1675,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/08,24-Apr-08,24-Apr-08,24-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,500,10925.0,21.85,0.73,"Aspen-OSD, Port Elizabeth, SA",No,3424.441305712492,11103.234819296547,17.48
1691,108-VN-T01,Pre-PQ Process,SCMS-20180,ASN-1860,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/08,7-Jul-08,20-Jun-08,20-Jun-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,10080,29232.0,2.9,0.05,"Aurobindo Unit III, India",Yes,507.0,4159.45,46.77
1693,108-VN-T01,Pre-PQ Process,SCMS-20340,ASN-1754,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/08,1-Jun-08,1-Jun-08,1-Jun-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6720,77145.6,11.48,0.38,Mylan (formerly Matrix) Nashik,Yes,522.0,3796.05,123.43
1719,104-CI-T01,Pre-PQ Process,SCMS-21270,ASN-1668,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/7/08,9-May-08,9-May-08,9-May-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,250,2.5,0.01,0.0,Inverness Japan,Yes,17.0,11103.234819296547,0.0
1722,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,4/4/08,25-Apr-08,7-Apr-08,7-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,300,4614.0,15.38,0.51,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,7.38
1723,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-2291,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,4/4/08,25-Apr-08,25-Apr-08,25-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,300,4155.0,13.85,0.23,GSK Aranda,Yes,3424.441305712492,11103.234819296547,6.65
1724,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,4/4/08,25-Apr-08,7-Apr-08,7-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,100,1849.0,18.49,0.62,"BMS Meymac, France",No,3424.441305712492,11103.234819296547,2.96
1730,102-NG-T01,Pre-PQ Process,SCMS-21580,ASN-1797,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,28-May-08,28-May-08,28-May-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,1130,11.3,0.01,0.0,Inverness Japan,Yes,3424.441305712492,11103.234819296547,0.02
1797,108-VN-T01,Pre-PQ Process,SCMS-23370,ASN-2523,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/13/08,3-Oct-08,3-Oct-08,3-Oct-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",Yes,81.0,3013.09,4.48
1798,108-VN-T01,Pre-PQ Process,SCMS-23470,ASN-2244,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/08,19-Aug-08,19-Aug-08,19-Aug-08,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,10780,15631.0,1.45,0.02,"Strides, Bangalore, India.",Yes,502.0,7575.6,25.01
1801,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,180,670,24783.3,36.99,0.21,ABBVIE (Abbott) Logis. UK,No,3424.441305712492,11103.234819296547,39.65
1802,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2296,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,21-May-08,21-May-08,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,2000,11060.0,5.53,0.09,GSK Cape Town Factory (South Africa),Yes,3424.441305712492,11103.234819296547,17.7
1803,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2300,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,14-May-08,14-May-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,1000,16630.0,16.63,0.28,GSK Aranda,Yes,3424.441305712492,11103.234819296547,26.61
1905,108-VN-T01,Pre-PQ Process,SCMS-26180,ASN-2274,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/08,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,4300,37023.0,8.61,0.14,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,59.24
1919,108-VN-T01,Pre-PQ Process,SCMS-26190,ASN-2562,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/08,3-Oct-08,3-Oct-08,3-Oct-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,18030,26143.5,1.45,0.02,"Aurobindo Unit III, India",Yes,1114.0,5822.44,41.83
1926,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2487,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,10-Jul-08,14-Jul-08,14-Jul-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,50,663.5,13.27,0.22,GSK Aranda,Yes,3424.441305712492,11103.234819296547,1.06
1927,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,250,715.0,2.86,0.1,"MSD Midrand, J'burg, SA",No,3424.441305712492,11103.234819296547,1.14
1928,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,60,1096.2,18.27,0.61,"BMS Meymac, France",No,3424.441305712492,11103.234819296547,1.75
1939,110-ZM-T01,Pre-PQ Process,SCMS-27010,ASN-2448,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/08,22-Sep-08,22-Sep-08,22-Sep-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,3000,30.0,0.01,0.0,Inverness Japan,Yes,889.0,7303.52,0.05
1955,108-VN-T01,Pre-PQ Process,SCMS-27310,ASN-2809,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/08,24-Nov-08,24-Nov-08,24-Nov-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1100,12540.0,11.4,0.19,"Aurobindo Unit III, India",Yes,159.0,2568.6,24.58
1956,108-VN-T01,Pre-PQ Process,SCMS-27350,ASN-2766,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/08,25-Nov-08,25-Nov-08,25-Nov-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8400,85596.0,10.19,0.34,Mylan (formerly Matrix) Nashik,Yes,613.0,3247.73,167.77
1957,108-VN-T01,Pre-PQ Process,SCMS-27380,ASN-2873,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/08,3-Dec-08,3-Dec-08,3-Dec-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,3648,26448.0,7.25,0.12,"Cipla, Goa, India",Yes,323.0,2335.19,51.84
2014,116-ZA-T01,Pre-PQ Process,SCMS-28830,ASN-2503,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,25-Aug-08,14-Aug-08,14-Aug-08,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,300,7080.0,23.6,0.79,"Aspen-OSD, Port Elizabeth, SA",Yes,3424.441305712492,11103.234819296547,11.33
2153,108-VN-T01,Pre-PQ Process,SCMS-33070,ASN-2888,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/3/08,27-Nov-08,27-Nov-08,27-Nov-08,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,6000,17400.0,2.9,0.05,"Aurobindo Unit III, India",Yes,581.0,2653.27,34.1
2156,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1300,20410.0,15.7,0.52,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,40.0
2297,108-VN-T01,Pre-PQ Process,SCMS-37160,ASN-3561,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/09,7-Apr-09,7-Apr-09,7-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9000,21600.0,2.4,0.04,"Aurobindo Unit III, India",Yes,2228.0,9809.7,42.34
2298,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/09,10-Apr-09,10-Apr-09,10-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,700,7805.0,11.15,0.19,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,15.3
2399,106-HT-T01,Pre-PQ Process,SCMS-39970,ASN-3628,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/6/09,2-Apr-09,2-Apr-09,2-Apr-09,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,2100,10500.0,5.0,0.05,"Aurobindo Unit III, India",Yes,187.0,1903.54,20.58
2429,116-ZA-T01,Pre-PQ Process,SCMS-40780,ASN-3607,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,176,3359.84,19.09,0.21,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296547,6.59
2430,116-ZA-T01,Pre-PQ Process,SCMS-40790,ASN-3575,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,24-Mar-09,1-Dec-08,1-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,5017,24583.3,4.9,0.08,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296547,48.18
2432,116-ZA-T01,Pre-PQ Process,SCMS-40860,ASN-3581,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,23-Jun-09,29-Jan-09,29-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6700,36582.0,5.46,0.09,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296547,71.7
2436,116-ZA-T01,Pre-PQ Process,SCMS-41070,ASN-3625,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,12-May-09,30-Dec-08,30-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,1350,19062.0,14.12,0.24,GSK Aranda,No,3424.441305712492,11103.234819296547,37.36
2437,116-ZA-T01,Pre-PQ Process,SCMS-41080,ASN-3638,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,26-May-09,22-Jan-09,22-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1120,16307.2,14.56,0.49,"Cipla, Goa, India",Yes,3424.441305712492,11103.234819296547,31.96
2438,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,100,371.0,3.71,0.06,"BMS Meymac, France",No,3424.441305712492,11103.234819296547,0.73
2439,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1000,2920.0,2.92,0.05,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296547,5.72
2440,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,260,4035.2,15.52,0.26,"Boehringer Ing., Koropi, GR",No,3424.441305712492,11103.234819296547,7.91
2441,114-UG-T01,Pre-PQ Process,SCMS-41240,ASN-3904,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/19/09,4-May-09,4-May-09,4-May-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,60,1100.4,18.34,0.61,"BMS Meymac, France",Yes,3000.0,428.91,2.16
2451,116-ZA-T01,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/09,25-Jun-09,20-Apr-09,20-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,1500,15150.0,10.1,0.17,"BMS Meymac, France",No,3424.441305712492,11103.234819296547,29.69
2463,107-RW-T01,Pre-PQ Process,SCMS-30312,ASN-3851,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/21/08,20-Apr-09,20-Apr-09,20-Apr-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7840,71344.0,9.1,0.15,"Cipla, Goa, India",Yes,719.0,853.88,139.83
2475,116-ZA-T01,Pre-PQ Process,SCMS-47360,ASN-4286,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/09,31-Jul-09,4-May-09,4-May-09,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,6,43.2,7.2,0.08,ABBVIE (Abbott) France,Yes,3424.441305712492,11103.234819296547,0.08
2476,116-ZA-T01,Pre-PQ Process,SCMS-42250,ASN-4612,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/09,31-Jul-09,8-Jun-09,8-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,6,43.2,7.2,0.08,ABBVIE (Abbott) France,Yes,3424.441305712492,11103.234819296547,0.08
2481,116-ZA-T01,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/09,15-May-09,23-Apr-09,23-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,76,300.2,3.95,0.07,"BMS Meymac, France",No,3424.441305712492,11103.234819296547,0.59
2499,112-NG-T01,Pre-PQ Process,SCMS-42830,ASN-3984,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,4/1/09,20-May-09,20-May-09,20-May-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,73,3000.3,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,69.0,1332.43,5.88
2506,123-NG-T01,Pre-PQ Process,SCMS-36892,ASN-4206,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,4/7/09,14-Jul-09,14-Jul-09,14-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2040,83844.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,309.0,3777.93,164.33
2559,108-VN-T01,Pre-PQ Process,SCMS-44980,ASN-4094,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/09,8-Jun-09,8-Jun-09,8-Jun-09,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,150,1950.0,13.0,0.43,"Aurobindo Unit III, India",Yes,30.0,4111.71,3.82
2571,119-NA-T01,Pre-PQ Process,SCMS-45620,ASN-4511,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/8/09,18-Aug-09,18-Aug-09,18-Aug-09,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",Lamivudine/Stavudine,Generic,30/6mg,Chewable/dispersible tablet - FDC,60,2000,3800.0,1.9,0.03,"Cipla, Goa, India",Yes,251.0,1484.75,7.45
2588,108-VN-T01,Pre-PQ Process,SCMS-46560,ASN-4709,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/27/09,19-Aug-09,19-Aug-09,19-Aug-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,120,840.0,7.0,0.12,"BMS Meymac, France",Yes,3424.441305712492,11103.234819296547,1.65
2601,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4837,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/09,12-Oct-09,3-Aug-09,3-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,20,438.0,21.9,0.73,"BMS Meymac, France",Yes,3424.441305712492,11103.234819296547,0.86
2602,116-ZA-T01,Pre-PQ Process,SCMS-47090,ASN-4820,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/09,21-Jul-09,21-Jul-09,21-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,320,1475.2,4.61,0.08,"BMS Meymac, France",Yes,3424.441305712492,11103.234819296547,2.89
2767,108-VN-T01,Pre-PQ Process,SCMS-752,ASN-884,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/3/07,8-Nov-07,8-Nov-07,8-Nov-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,800,5600.0,7.0,0.12,"BMS Meymac, France",Yes,161.0,2514.05,8.96
2795,109-TZ-T01,Pre-PQ Process,SCMS-10320,ASN-1114,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/15/07,22-Jan-08,22-Jan-08,22-Jan-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,5000,100000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,1456.0,14505.37,160.0
2808,117-ET-T01,Pre-PQ Process,SCMS-11071,ASN-1039,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/3/07,20-Nov-07,24-Dec-07,24-Dec-07,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,35065,54350.75,1.55,0.03,"Aurobindo Unit III, India",Yes,2318.0,6755.81,86.96
2892,114-UG-T01,Pre-PQ Process,SCMS-13510,ASN-1483,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/3/07,31-Mar-08,31-Mar-08,31-Mar-08,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,140,3313.8,23.67,0.79,"BMS Meymac, France",Yes,6.0,11103.234819296547,5.3
2947,108-VN-T01,Pre-PQ Process,SCMS-14930,ASN-1231,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/5/07,22-Jan-08,22-Jan-08,22-Jan-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,400,600.0,1.5,0.02,"Aurobindo Unit III, India",Yes,83.0,2426.05,0.96
2993,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,1/4/08,21-Jan-08,4-Jan-08,4-Jan-08,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,200,696.0,3.48,0.12,"MSD Midrand, J'burg, SA",No,3424.441305712492,11103.234819296547,1.11
2994,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,1/4/08,21-Jan-08,4-Jan-08,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Efavirenz 600mg [Stocrin/Sustiva], tablets, 30 Tabs",Efavirenz,Stocrin/Sustiva,600mg,Tablet,30,1200,23808.0,19.84,0.66,"MSD Midrand, J'burg, SA",No,3424.441305712492,11103.234819296547,38.09
2996,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,1/4/08,21-Jan-08,4-Jan-08,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,100mg,Capsule,84,3,32.31,10.77,0.13,ABBVIE (Abbott) Logis. UK,No,3424.441305712492,11103.234819296547,0.05
